,hotel_id,price,stock
58,462,80,49
59,940,142,121
60,666,80,101
61,652,104,100
62,613,169,174
63,372,100,97
64,784,105,98
65,64,81,98
66,839,178,176
67,755,81,49
68,675,105,49
69,511,165,176
70,26,171,172
71,928,82,50
72,368,73,51
73,245,142,51
74,210,102,98
75,63,146,122
76,438,105,49
77,250,238,247
78,753,150,124
79,924,139,124
80,703,150,122
81,662,169,175
82,8,109,100
83,927,163,173
84,184,249,245
85,33,138,128
86,173,110,99
87,962,139,99
88,263,112,101
89,877,81,49
90,979,149,122
91,354,99,50
92,535,142,125
93,846,173,171
94,15,252,242
95,278,111,49
96,919,74,50
97,920,101,98
98,70,177,176
99,219,161,171
100,128,169,173
101,98,149,121
102,239,249,250
103,730,178,173
104,775,78,49
105,565,253,239
0,652,106,95
1,64,82,92
2,236,80,45
3,245,144,49
4,457,148,45
5,682,141,46
6,666,81,95
7,35,83,47
8,833,150,112
9,33,140,120
10,70,179,168
11,382,152,114
12,456,146,119
13,875,107,46
14,635,106,97
15,703,152,115
16,692,256,239
17,171,72,92
18,263,113,96
19,226,108,93
20,250,241,231
21,368,74,48
22,924,141,116
23,713,171,159
24,610,79,47
25,996,107,96
26,801,179,159
27,530,106,49
28,919,75,46
29,268,109,95
30,173,111,93
31,704,109,47
32,195,145,46
33,63,148,114
34,890,79,45
35,839,180,167
36,428,110,96
37,613,171,162
38,426,102,93
39,848,179,167
40,87,175,169
41,37,179,164
42,315,256,226
43,646,107,90
44,184,253,229
45,116,108,48
46,755,82,46
47,675,107,46
48,446,108,46
49,753,152,118
50,372,101,91
51,626,107,93
52,699,110,91
53,494,179,162
54,462,81,46
55,152,174,170
56,57,155,116
57,210,103,91
58,661,107,92
59,15,256,225
60,943,181,156
61,11,176,169
62,979,151,116
63,535,144,118
64,846,176,162
65,266,79,45
66,927,166,161
67,784,107,92
68,292,172,158
69,438,107,46
70,775,81,45
71,403,254,225
72,524,180,167
73,98,151,114
74,511,167,165
75,167,81,47
76,977,115,91
77,128,171,161
78,275,109,90
79,68,148,116
80,8,110,94
81,920,105,92
82,179,115,90
83,565,269,228
84,168,251,233
85,730,180,164
86,239,253,229
87,354,100,48
88,672,174,164
89,220,76,97
90,219,164,158
91,693,256,226
92,255,179,162
93,662,171,164
94,26,174,161
95,336,110,88
96,231,143,48
97,940,144,110
98,877,82,46
99,810,109,95
100,931,176,160
101,278,112,46
102,549,107,48
103,343,81,47
104,928,86,47
105,962,141,92
0,245,144,47
1,403,266,211
2,848,179,160
3,801,179,146
4,315,267,214
5,699,110,84
6,428,110,92
7,219,172,148
8,730,180,157
9,646,109,84
10,368,74,45
11,693,256,214
12,226,108,87
13,63,151,106
14,382,153,108
15,692,256,229
16,372,101,85
17,354,100,45
18,931,185,151
19,11,176,160
20,833,154,104
21,928,86,45
22,167,81,44
23,610,79,44
24,250,242,215
25,775,81,42
26,195,148,44
27,675,107,43
28,530,106,46
29,239,264,215
30,635,106,92
31,184,253,213
32,275,114,86
33,940,150,102
34,682,144,43
35,462,84,43
36,35,84,44
37,784,107,86
38,927,174,152
39,336,116,82
40,26,174,151
41,810,109,90
42,70,179,160
43,426,107,88
44,57,158,110
45,173,111,87
46,511,167,157
47,179,120,85
48,652,106,90
49,549,107,46
50,613,172,151
51,672,174,153
52,943,189,146
53,704,109,44
54,152,174,163
55,8,110,89
56,128,179,151
57,524,180,158
58,713,179,150
59,15,267,214
60,996,107,92
61,220,76,92
62,919,78,44
63,753,156,112
64,438,109,42
65,877,84,43
66,457,148,42
67,268,109,90
68,263,114,90
69,236,80,41
70,662,172,153
71,98,155,109
72,87,175,161
73,924,141,107
74,171,72,84
75,210,104,83
76,266,84,43
77,33,140,113
78,839,180,156
79,255,179,153
80,626,112,88
81,343,83,45
82,168,252,216
83,875,107,43
84,846,176,153
85,535,147,112
86,661,107,87
87,456,146,112
88,64,86,87
89,890,81,42
90,116,108,46
91,565,270,217
92,666,82,90
93,920,105,85
94,979,151,110
95,977,115,84
96,755,82,44
97,37,179,155
0,511,167,150
1,15,267,205
2,919,78,42
3,171,75,79
4,713,179,141
5,839,180,146
6,268,109,83
7,730,180,150
8,940,150,94
9,275,114,82
10,462,86,41
11,195,149,41
12,128,179,139
13,924,148,102
14,266,84,41
15,666,82,85
16,98,155,104
17,152,174,156
18,979,151,104
19,179,120,81
20,70,179,150
21,236,84,38
22,890,85,40
23,245,144,45
24,646,114,79
25,426,107,83
26,26,174,142
27,87,175,153
28,438,109,39
29,943,189,136
30,810,109,85
31,456,146,106
32,524,180,148
33,549,109,43
34,652,106,84
35,116,108,43
36,672,174,141
37,692,256,218
38,184,253,197
39,753,156,108
40,8,110,84
41,35,86,42
42,977,120,78
43,801,187,136
44,530,106,43
45,535,150,106
46,210,109,78
47,315,267,200
48,662,172,142
49,833,160,98
50,635,106,88
51,354,100,43
52,626,112,84
53,403,266,196
54,610,79,40
55,368,76,42
56,250,253,203
57,220,76,88
58,565,270,204
59,63,158,100
60,372,101,80
61,255,179,143
62,755,82,42
63,920,110,80
64,343,83,43
65,57,158,104
66,877,86,41
67,675,107,40
68,693,256,204
69,704,109,41
70,336,120,79
71,263,114,86
72,682,144,40
73,661,107,81
74,875,109,39
75,219,172,140
76,927,174,140
77,613,172,141
78,64,86,82
79,382,153,102
80,167,81,40
81,784,107,78
82,37,179,146
83,226,110,82
84,11,176,152
85,846,176,143
86,457,149,39
87,239,264,201
88,928,86,43
89,848,179,153
90,33,140,106
91,775,85,39
92,931,185,143
93,168,263,204
94,173,111,81
95,996,107,87
96,428,110,89
97,699,116,78
0,877,86,39
1,511,167,143
2,382,153,96
3,875,114,36
4,33,140,96
5,456,146,98
6,64,86,78
7,128,187,131
8,940,157,88
9,239,264,184
10,610,82,38
11,354,100,41
12,996,107,82
13,87,175,146
14,37,179,138
15,672,182,134
16,250,253,191
17,426,107,77
18,167,85,38
19,179,120,77
20,699,116,72
21,549,109,41
22,801,187,129
23,662,179,134
24,846,176,134
25,652,106,78
26,195,152,40
27,755,82,40
28,920,110,76
29,943,197,128
30,168,263,193
31,236,84,35
32,692,256,207
33,403,277,185
34,116,108,40
35,524,180,136
36,704,115,38
37,839,180,136
38,919,78,39
39,245,144,43
40,184,264,185
41,35,86,40
42,315,267,188
43,11,176,143
44,268,109,77
45,613,172,132
46,336,120,75
47,730,180,142
48,682,147,38
49,924,148,96
50,263,114,81
51,675,111,38
52,753,156,104
53,275,114,77
54,666,84,80
55,219,172,132
56,438,115,37
57,927,182,132
58,70,179,140
59,372,101,74
60,8,110,78
61,977,120,73
62,693,256,195
63,928,86,41
64,979,151,98
65,661,107,77
66,343,83,41
67,775,87,37
68,220,76,84
69,530,108,41
70,15,267,196
71,635,106,83
72,457,152,38
73,63,158,96
74,368,79,39
75,428,110,86
76,931,185,134
77,784,115,73
78,57,162,97
79,713,179,132
80,255,179,132
81,26,174,133
82,890,85,38
83,833,160,92
84,626,112,79
85,226,110,78
86,462,86,39
87,171,75,73
88,810,109,81
89,210,109,73
90,173,114,76
91,565,270,191
92,266,84,39
93,646,114,74
94,98,155,98
95,535,150,101
96,848,179,146
97,152,174,148
0,927,182,125
1,682,151,35
2,652,106,72
3,666,84,76
4,699,120,68
5,775,87,35
6,268,114,73
7,626,112,73
8,839,180,128
9,64,86,72
10,801,187,122
11,315,267,176
12,635,106,77
13,810,109,77
14,549,109,39
15,168,263,180
16,524,189,128
17,511,167,136
18,928,86,39
19,195,152,38
20,920,110,72
21,382,153,89
22,672,182,125
23,848,179,139
24,646,117,70
25,535,150,96
26,219,172,122
27,245,144,41
28,266,84,37
29,35,86,38
30,996,107,77
31,239,276,172
32,704,115,36
33,116,108,37
34,250,253,180
35,8,110,72
36,70,179,130
37,931,185,127
38,33,147,88
39,713,179,122
40,226,110,73
41,98,155,94
42,403,277,172
43,87,175,139
44,372,101,69
45,15,267,187
46,220,76,79
47,428,110,83
48,179,120,73
49,37,179,130
50,753,156,98
51,236,84,32
52,890,85,36
53,63,158,92
54,167,85,35
55,26,174,123
56,784,115,67
57,662,179,126
58,977,120,68
59,924,148,91
60,565,270,177
61,675,111,36
62,610,82,36
63,438,115,34
64,833,160,86
65,661,107,73
66,368,82,37
67,343,83,39
68,128,187,123
69,940,157,82
70,11,176,134
71,979,151,93
72,210,109,68
73,875,117,34
74,171,75,67
75,462,86,37
76,457,152,36
77,919,81,36
78,184,264,173
79,693,256,187
80,426,107,72
81,877,86,37
82,336,120,71
83,263,114,77
84,613,172,123
85,846,176,125
86,755,82,38
87,57,165,92
88,255,179,122
89,943,197,122
90,354,100,39
91,152,174,142
92,692,256,196
93,173,114,71
94,456,146,92
95,530,108,39
96,275,114,72
97,730,180,134
0,116,108,34
1,810,109,72
2,184,264,159
3,37,179,124
4,661,107,68
5,877,86,35
6,924,148,86
7,167,85,33
8,704,115,33
9,979,151,88
10,456,146,84
11,245,144,39
12,152,174,135
13,713,179,113
14,462,86,35
15,87,175,132
16,730,180,128
17,524,189,120
18,315,267,165
19,890,85,34
20,662,179,118
21,626,112,68
22,128,187,115
23,931,185,120
24,940,157,77
25,927,182,118
26,635,106,72
27,672,182,115
28,173,116,66
29,613,172,114
30,239,276,160
31,428,110,80
32,382,153,82
33,755,82,35
34,263,114,74
35,354,100,37
36,268,114,69
37,646,117,67
38,26,174,113
39,996,107,72
40,652,110,67
41,426,107,68
42,438,115,32
43,179,120,70
44,457,152,34
45,565,270,162
46,511,167,128
47,220,76,74
48,15,267,177
49,171,75,62
50,919,81,34
51,928,86,37
52,11,176,127
53,255,179,113
54,343,83,38
55,64,87,67
56,549,109,36
57,530,108,37
58,846,176,116
59,368,82,35
60,839,180,119
61,250,253,167
62,775,87,33
63,666,84,72
64,266,84,35
65,63,158,88
66,226,110,68
67,236,88,30
68,195,152,36
69,70,179,120
70,699,120,64
71,33,147,82
72,403,277,157
73,801,187,116
74,8,110,66
75,943,197,116
76,168,263,168
77,57,165,88
78,610,82,34
79,875,117,32
80,920,110,68
81,372,101,65
82,35,86,37
83,977,120,62
84,98,155,90
85,848,179,132
86,675,111,34
87,693,256,179
88,219,172,115
89,692,256,186
90,275,114,67
91,535,150,89
92,210,109,63
93,336,120,67
94,784,119,63
95,833,160,80
96,753,156,94
97,682,151,32
0,565,281,149
1,924,148,80
2,626,117,62
3,33,147,76
4,652,110,62
5,753,156,90
6,255,179,104
7,63,158,83
8,833,160,74
9,530,108,34
10,152,174,129
11,372,101,60
12,877,86,32
13,661,107,63
14,57,165,83
15,846,176,107
16,354,100,35
17,87,175,125
18,810,109,67
19,940,157,72
20,236,88,28
21,403,290,147
22,682,154,30
23,98,155,86
24,704,115,31
25,11,176,120
26,128,187,107
27,662,179,108
28,699,120,59
29,920,110,64
30,839,180,110
31,610,82,33
32,890,85,32
33,675,111,32
34,666,84,68
35,336,120,64
36,635,106,67
37,693,256,171
38,250,253,155
39,239,287,150
40,116,108,31
41,171,79,58
42,511,167,122
43,730,180,122
44,210,109,59
45,263,114,70
46,775,87,31
47,268,114,66
48,535,154,84
49,755,82,33
50,226,110,64
51,928,86,36
52,456,153,78
53,875,117,30
54,195,152,34
55,524,189,112
56,275,114,61
57,801,187,111
58,368,82,33
59,672,182,106
60,8,110,60
61,977,125,58
62,219,172,106
63,382,153,74
64,438,115,29
65,457,152,32
66,646,117,63
67,462,86,32
68,931,185,112
69,613,172,104
70,167,85,30
71,979,151,82
72,927,182,111
73,692,256,175
74,996,107,67
75,37,179,117
76,70,179,111
77,315,267,155
78,549,109,34
79,64,90,62
80,168,263,156
81,428,110,78
82,713,179,103
83,173,116,62
84,179,120,66
85,184,276,148
86,266,84,33
87,848,179,126
88,35,86,35
89,343,83,36
90,15,267,168
91,26,174,103
92,784,119,58
93,220,76,70
94,943,197,111
95,919,81,32
96,245,144,37
97,426,107,63
0,275,119,56
1,184,276,137
2,839,189,104
3,693,256,163
4,626,117,57
5,255,179,96
6,755,82,31
7,704,115,28
8,236,88,26
9,784,119,55
10,646,117,60
11,8,116,56
12,428,110,75
13,713,187,96
14,219,179,99
15,549,111,31
16,263,114,66
17,64,90,57
18,927,182,105
19,63,158,80
20,116,114,29
21,940,157,66
22,890,85,29
23,438,115,27
24,692,256,165
25,343,83,35
26,535,154,78
27,195,152,32
28,226,110,58
29,315,267,144
30,977,125,55
31,928,86,34
32,98,155,81
33,635,106,62
34,167,87,28
35,931,185,104
36,924,148,76
37,675,111,31
38,848,179,120
39,336,120,60
40,57,165,78
41,775,87,29
42,610,82,31
43,245,144,36
44,801,187,104
45,524,189,103
46,682,157,27
47,179,120,63
48,26,182,97
49,368,82,31
50,565,281,138
51,11,176,113
52,666,84,64
53,996,107,62
54,37,179,110
55,239,287,139
56,613,172,92
57,372,101,55
58,810,109,61
59,354,100,33
60,382,160,70
61,662,187,103
62,530,108,32
63,173,116,58
64,250,253,144
65,426,107,59
66,456,153,74
67,943,197,106
68,833,160,68
69,979,151,77
70,403,290,137
71,661,107,58
72,652,116,58
73,168,263,143
74,171,79,55
75,87,175,117
76,210,109,56
77,920,110,60
78,220,76,66
79,15,267,159
80,699,125,55
81,877,87,30
82,730,180,117
83,457,152,29
84,672,189,99
85,35,86,34
86,268,114,63
87,462,86,30
88,511,167,116
89,753,156,87
90,919,81,30
91,266,84,31
92,846,185,101
93,128,196,100
94,875,117,28
95,152,174,122
96,33,147,68
97,70,187,104
0,239,287,130
1,890,87,27
2,255,179,88
3,675,111,29
4,37,179,102
5,775,87,27
6,372,106,51
7,171,79,52
8,336,120,57
9,64,90,52
10,693,256,154
11,245,144,34
12,343,83,34
13,456,153,69
14,219,179,92
15,565,281,126
16,263,114,62
17,462,86,28
18,63,158,76
19,57,165,74
20,652,116,55
21,292,189,90
22,646,117,56
23,11,176,107
24,35,86,32
25,226,114,54
26,315,267,133
27,996,107,58
28,943,197,102
29,613,179,83
30,278,118,28
31,184,276,127
32,275,119,51
33,699,125,51
34,877,87,27
35,979,151,72
36,730,180,111
37,511,167,111
38,839,189,98
39,173,116,54
40,368,82,28
41,713,187,88
42,179,120,60
43,666,84,60
44,457,152,27
45,26,182,93
46,446,118,24
47,962,147,60
48,87,175,109
49,33,154,64
50,977,125,52
51,682,157,25
52,116,114,27
53,524,197,97
54,703,160,62
55,231,153,28
56,266,84,29
57,250,253,132
58,801,187,98
59,70,187,97
60,268,114,60
61,662,187,97
62,210,109,53
63,692,256,154
64,530,108,30
65,128,196,92
66,549,111,29
67,833,160,62
68,626,117,53
69,875,117,26
70,924,148,70
71,940,157,60
72,220,76,62
73,848,179,115
74,494,187,93
75,168,274,134
76,15,267,150
77,403,290,126
78,68,148,72
79,755,85,29
80,8,116,52
81,152,174,115
82,928,86,33
83,784,119,51
84,704,117,26
85,535,154,72
86,236,88,25
87,98,155,76
88,354,100,31
89,661,107,54
90,428,110,73
91,426,107,55
92,382,160,66
93,920,110,56
94,195,152,30
95,610,82,30
96,919,81,28
97,635,106,57
98,753,156,84
99,672,189,92
100,438,115,25
101,931,185,94
102,846,185,94
103,927,182,99
104,167,87,26
105,810,114,58
0,275,124,47
1,255,179,82
2,565,292,117
3,184,276,119
4,940,157,54
5,755,85,27
6,382,160,63
7,245,144,32
8,494,196,87
9,343,83,32
10,116,114,25
11,33,154,60
12,15,267,140
13,171,79,48
14,846,185,88
15,699,125,47
16,11,176,100
17,775,87,25
18,35,86,31
19,626,117,49
20,236,88,23
21,535,154,66
22,962,147,56
23,268,114,56
24,511,167,106
25,457,152,25
26,226,114,49
27,266,84,26
28,64,90,48
29,167,88,24
30,446,118,22
31,693,256,143
32,336,120,54
33,372,106,47
34,220,76,58
35,662,187,90
36,833,160,54
37,927,182,93
38,315,267,121
39,128,196,83
40,646,117,54
41,231,153,26
42,403,290,116
43,462,86,26
44,195,152,27
45,37,179,94
46,920,110,52
47,250,253,121
48,928,86,31
49,428,110,70
50,173,116,49
51,784,119,47
52,98,155,72
53,704,119,24
54,438,117,23
55,8,116,48
56,652,116,52
57,549,117,27
58,168,274,125
59,682,157,23
60,68,148,67
61,530,108,28
62,675,111,28
63,26,182,88
64,730,180,106
65,692,256,145
66,703,160,57
67,877,87,25
68,713,187,80
69,666,84,55
70,996,107,53
71,613,179,74
72,931,193,88
73,219,179,85
74,977,125,50
75,848,179,108
76,263,114,58
77,810,114,55
78,801,187,92
79,87,175,102
80,943,197,97
81,875,117,25
82,70,187,90
83,524,197,91
84,63,158,74
85,368,83,25
86,979,151,66
87,924,148,63
88,57,165,70
89,239,287,121
90,635,110,53
91,152,174,109
92,210,109,51
93,839,189,92
94,426,107,52
95,890,87,26
96,179,120,56
97,661,107,49
98,672,189,85
99,292,189,84
100,610,82,29
101,354,100,30
102,278,118,26
103,753,156,80
104,456,153,64
105,919,81,26
0,979,151,60
1,368,83,23
2,428,110,68
3,426,107,48
4,292,189,78
5,927,182,86
6,128,204,77
7,98,155,69
8,890,87,24
9,239,287,111
10,610,82,27
11,511,167,102
12,236,88,22
13,173,119,45
14,210,109,48
15,403,290,106
16,35,86,29
17,179,120,54
18,462,88,24
19,877,90,23
20,703,160,52
21,63,158,71
22,226,116,45
23,846,185,80
24,275,124,43
25,8,120,44
26,231,157,24
27,753,156,78
28,940,157,48
29,920,112,48
30,250,264,114
31,775,87,23
32,730,180,101
33,263,114,55
34,530,108,25
35,70,187,82
36,245,144,30
37,446,118,18
38,266,85,25
39,977,125,48
40,784,119,44
41,219,179,78
42,613,187,69
43,848,179,104
44,996,107,48
45,456,153,58
46,931,193,80
47,626,117,45
48,755,85,25
49,167,88,22
50,255,179,75
51,661,107,44
52,962,147,53
53,438,117,22
54,675,111,26
55,171,79,45
56,704,119,22
57,457,155,23
58,372,110,44
59,195,152,25
60,801,187,87
61,57,165,66
62,268,114,54
63,278,120,24
64,565,292,107
65,943,197,92
66,535,154,62
67,666,84,51
68,693,256,132
69,315,267,110
70,168,274,116
71,382,160,60
72,839,189,88
73,184,276,111
74,343,83,31
75,26,182,83
76,682,157,21
77,220,76,53
78,713,196,73
79,494,196,80
80,646,117,51
81,652,116,48
82,336,120,50
83,37,179,85
84,928,86,29
85,662,187,83
86,919,81,25
87,15,267,132
88,875,117,23
89,354,100,28
90,699,125,44
91,635,110,49
92,672,189,78
93,810,114,52
94,68,148,63
95,152,174,102
96,549,117,25
97,833,160,48
98,116,114,23
99,692,256,136
100,524,197,84
101,11,176,94
102,87,175,94
103,64,90,43
104,33,154,56
105,924,155,59
0,64,90,38
1,195,155,23
2,784,119,41
3,801,187,81
4,382,160,56
5,11,176,88
6,693,256,121
7,890,87,22
8,833,160,42
9,704,119,20
10,98,155,65
11,87,175,88
12,250,264,107
13,275,124,39
14,426,107,45
15,920,115,44
16,943,197,87
17,57,165,62
18,457,155,21
19,315,280,102
20,239,287,101
21,63,158,68
22,692,256,126
23,167,88,21
24,266,85,23
25,524,197,77
26,220,76,48
27,278,120,22
28,672,197,72
29,462,88,22
30,33,154,54
31,699,125,40
32,268,114,51
33,928,86,27
34,184,276,103
35,924,155,54
36,219,187,73
37,116,114,22
38,703,167,48
39,231,164,22
40,343,83,29
41,931,200,75
42,403,290,98
43,8,120,40
44,37,187,78
45,646,117,48
46,635,110,45
47,15,267,124
48,226,116,41
49,846,193,74
50,263,114,52
51,236,88,20
52,70,196,77
53,35,86,27
54,565,292,97
55,848,179,99
56,372,110,41
57,610,82,26
58,438,117,20
59,245,144,29
60,336,120,46
61,979,151,54
62,456,153,52
63,173,119,41
64,713,196,65
65,128,204,72
66,675,111,25
67,68,148,58
68,168,274,107
69,354,100,27
70,626,117,41
71,666,84,46
72,292,189,74
73,977,125,46
74,26,182,78
75,255,187,70
76,919,81,23
77,179,120,51
78,877,90,22
79,927,182,78
80,368,83,20
81,662,187,77
82,549,117,23
83,775,87,21
84,613,196,64
85,652,116,45
86,446,118,15
87,210,109,46
88,682,157,20
89,535,154,57
90,755,85,23
91,753,156,75
92,171,79,42
93,661,107,40
94,962,147,50
95,996,112,44
96,494,196,73
97,152,174,95
98,810,114,48
99,511,167,98
100,875,117,21
101,428,110,66
102,940,164,44
103,530,110,24
104,730,180,95
105,839,189,83
0,875,117,20
1,549,117,22
2,315,280,95
3,928,86,25
4,168,274,100
5,996,112,40
6,613,196,58
7,924,155,50
8,977,125,44
9,63,158,66
10,784,119,38
11,675,111,24
12,179,120,48
13,704,119,18
14,943,197,81
15,372,110,38
16,278,120,21
17,245,144,28
18,336,120,43
19,919,81,21
20,266,85,22
21,33,154,50
22,173,121,37
23,890,87,21
24,927,182,71
25,343,83,28
26,940,170,40
27,646,117,45
28,239,287,92
29,755,85,21
30,250,264,100
31,457,162,20
32,775,87,19
33,839,189,80
34,610,82,25
35,635,116,42
36,666,86,43
37,171,79,40
38,236,88,18
39,195,155,21
40,652,116,42
41,210,109,43
42,730,180,90
43,68,148,53
44,226,118,37
45,292,189,67
46,219,187,69
47,693,256,110
48,70,196,72
49,753,156,72
50,848,179,94
51,35,86,25
52,662,187,71
53,184,276,93
54,231,164,21
55,962,147,48
56,530,110,22
57,263,114,48
58,672,197,66
59,535,154,52
60,462,88,20
61,8,125,38
62,703,167,46
63,220,80,43
64,661,112,36
65,354,100,26
66,428,110,64
67,268,114,48
68,87,175,83
69,713,204,60
70,11,176,82
71,692,256,117
72,26,182,74
73,979,151,48
74,511,167,94
75,426,107,41
76,167,88,19
77,64,90,33
78,833,160,35
79,275,128,36
80,438,119,19
81,152,174,89
82,699,130,37
83,255,187,64
84,368,83,18
85,931,200,71
86,565,304,91
87,524,197,71
88,57,165,57
89,128,204,66
90,116,114,20
91,98,155,61
92,494,196,66
93,920,115,40
94,37,196,73
95,15,267,116
96,382,160,52
97,810,114,45
98,682,157,18
99,626,123,38
100,446,118,11
101,846,193,67
102,456,153,46
103,877,90,20
104,801,187,75
105,403,290,91
0,457,162,19
1,37,196,69
2,646,117,43
3,255,187,59
4,755,88,20
5,846,200,62
6,940,177,36
7,403,290,86
8,26,182,68
9,652,116,39
10,152,174,83
11,315,280,89
12,775,87,18
13,524,197,65
14,184,287,87
15,456,160,42
16,278,120,19
17,549,117,20
18,704,119,16
19,927,189,65
20,245,144,26
21,703,167,43
22,693,256,98
23,675,111,23
24,171,79,37
25,35,86,23
26,173,121,34
27,565,304,85
28,426,107,38
29,692,256,108
30,979,158,44
31,839,189,76
32,462,88,18
33,354,100,24
34,275,128,32
35,70,196,68
36,428,110,62
37,662,187,66
38,382,160,49
39,635,116,38
40,87,175,77
41,919,81,19
42,263,114,45
43,530,110,21
44,11,176,76
45,219,187,64
46,446,118,8
47,438,119,17
48,784,119,36
49,626,123,36
50,833,160,27
51,890,87,19
52,15,267,107
53,672,197,61
54,661,112,33
55,943,197,76
56,810,114,42
57,613,204,54
58,848,179,89
59,931,200,66
60,128,204,60
61,494,204,61
62,167,88,18
63,64,90,28
64,924,155,46
65,977,125,42
66,8,125,36
67,220,80,38
68,699,130,34
69,250,264,93
70,801,187,69
71,239,287,82
72,195,155,19
73,682,157,16
74,266,85,20
75,236,88,17
76,116,114,19
77,996,117,38
78,336,120,39
79,179,120,44
80,535,160,48
81,33,154,46
82,231,164,20
83,962,147,45
84,920,115,35
85,368,83,15
86,753,156,69
87,226,118,33
88,511,167,91
89,210,109,41
90,168,274,92
91,268,114,45
92,666,86,40
93,98,155,56
94,610,82,24
95,68,148,47
96,292,189,61
97,730,180,84
98,877,90,18
99,928,86,23
100,372,110,36
101,63,158,64
102,343,83,27
103,713,204,55
104,57,165,52
105,875,117,18
0,565,304,79
