,hotel_id,price,stock
13,287,137,193
14,815,142,188
15,968,102,130
16,190,46,38
17,109,84,94
18,208,66,38
19,472,44,134
20,574,60,40
21,353,44,42
22,262,80,96
23,304,90,133
24,597,144,185
25,470,62,77
26,554,45,96
27,871,82,99
28,143,60,78
29,984,60,42
30,25,126,191
31,814,132,195
32,272,46,40
33,899,80,92
34,649,136,203
35,13,57,41
36,416,85,98
37,459,83,98
38,383,43,98
39,553,95,42
40,181,82,105
41,542,66,73
42,137,44,41
43,270,95,129
44,141,88,94
45,883,100,127
46,203,95,133
47,608,86,90
48,201,81,92
49,862,62,76
50,923,45,77
51,302,60,98
52,653,94,132
0,383,43,94
1,871,82,93
2,597,144,174
3,544,61,37
4,190,46,36
5,141,88,88
6,304,90,125
7,107,45,38
8,416,85,90
9,764,61,37
10,337,83,95
11,649,136,194
12,203,95,125
13,542,66,69
14,984,60,40
15,923,45,72
16,459,83,94
17,143,60,75
18,590,80,99
19,302,60,94
20,899,83,86
21,815,142,177
22,637,61,39
23,554,45,92
24,272,47,37
25,574,60,38
26,470,62,72
27,472,45,127
28,25,126,178
29,353,44,40
30,653,94,123
31,968,102,121
32,802,81,78
33,601,58,70
34,814,132,178
35,208,66,36
36,270,95,118
37,665,59,65
38,13,57,39
39,578,98,122
40,109,84,89
41,287,137,179
42,608,86,82
43,883,105,118
44,145,81,99
45,137,44,38
46,44,44,34
47,862,62,72
48,201,81,86
49,181,82,102
50,262,80,88
51,4,44,36
52,553,95,40
0,141,88,83
1,590,80,94
2,802,81,74
3,304,90,118
4,109,84,84
5,984,60,38
6,472,45,120
7,968,102,112
8,815,142,165
9,637,61,37
10,542,66,65
11,574,61,35
12,554,45,86
13,470,62,67
14,337,83,90
15,13,57,37
16,25,126,165
17,814,138,168
18,270,100,108
19,899,83,80
20,262,80,82
21,201,81,80
22,145,81,94
23,883,109,110
24,544,61,35
25,287,137,165
26,190,46,35
27,383,43,90
28,597,144,163
29,416,89,84
30,665,59,60
31,553,95,39
32,353,44,38
33,272,48,34
34,107,45,36
35,302,60,89
36,143,60,72
37,578,98,115
38,4,44,34
39,764,61,35
40,862,62,67
41,871,82,87
42,44,44,31
43,649,136,185
44,137,45,36
45,653,94,115
46,203,95,115
47,181,82,98
48,923,45,68
49,601,58,64
50,459,83,89
51,608,86,76
52,208,66,34
0,815,142,152
1,470,62,62
2,141,88,78
3,304,90,109
4,574,61,33
5,923,45,62
6,208,66,33
7,637,61,36
8,44,46,28
9,542,66,61
10,262,80,74
11,899,83,74
12,353,44,37
13,597,144,151
14,553,95,37
15,665,59,55
16,143,60,70
17,203,95,106
18,554,45,82
19,764,61,33
20,190,46,33
21,145,81,88
22,181,82,94
23,608,86,70
24,302,60,86
25,287,143,155
26,883,109,103
27,578,98,108
28,968,102,103
29,459,83,84
30,25,126,153
31,649,136,176
32,984,60,35
33,472,45,113
34,107,45,33
35,590,80,88
36,814,138,158
37,270,100,99
38,802,81,69
39,13,57,35
40,137,45,35
41,653,94,108
42,544,61,33
43,862,62,62
44,109,84,78
45,4,44,32
46,383,43,86
47,337,83,85
48,201,81,74
49,601,61,61
50,416,89,79
51,871,82,82
52,272,49,32
0,137,45,33
1,181,82,90
2,262,83,70
3,871,82,78
4,353,44,36
5,13,57,33
6,459,83,79
7,544,61,30
8,287,143,145
9,145,81,82
10,984,61,33
11,208,66,32
12,302,60,82
13,383,43,82
14,649,136,167
15,590,80,82
16,553,95,36
17,542,66,57
18,665,59,51
19,141,88,73
20,143,60,67
21,272,49,29
22,337,83,80
23,968,106,96
24,25,126,139
25,597,144,139
26,107,45,31
27,764,61,32
28,883,109,95
29,923,45,58
30,470,62,58
31,815,148,143
32,802,81,64
33,201,81,68
34,578,98,102
35,814,138,147
36,554,45,76
37,608,89,65
38,899,83,68
39,270,104,92
40,190,46,31
41,574,64,31
42,653,94,101
43,637,61,34
44,4,44,30
45,44,46,25
46,203,95,96
47,472,45,106
48,109,84,74
49,304,90,103
50,416,89,72
51,862,62,58
52,601,61,57
0,653,94,94
1,544,62,28
2,553,95,35
3,554,45,72
4,683,89,74
5,109,84,69
6,44,48,23
7,13,57,31
8,181,82,86
9,764,61,30
10,590,80,76
11,190,46,29
12,272,49,27
13,208,66,30
14,923,45,53
15,899,83,62
16,383,43,80
17,145,81,76
18,871,82,72
19,472,45,98
20,201,81,62
21,862,62,53
22,416,89,66
23,578,98,94
24,608,89,60
25,107,45,29
26,601,61,52
27,270,104,83
28,287,143,134
29,141,88,69
30,637,61,33
31,470,62,53
32,802,81,60
33,137,45,31
34,815,148,134
35,542,66,53
36,665,59,47
37,304,90,97
38,814,138,137
39,968,106,88
40,353,44,35
41,574,64,29
42,649,136,157
43,852,48,28
44,25,133,129
45,597,144,130
46,883,109,87
47,143,60,64
48,262,83,65
49,302,60,80
50,203,95,86
51,337,83,75
52,459,83,72
53,4,44,29
54,984,61,31
0,578,98,87
1,637,61,31
2,815,148,124
3,13,57,30
4,137,45,29
5,649,136,147
6,272,49,25
7,472,45,90
8,25,133,120
9,574,64,27
10,597,144,123
11,181,82,82
12,145,81,70
13,608,89,56
14,44,50,21
15,653,94,87
16,383,43,76
17,683,89,68
18,470,62,48
19,814,138,127
20,764,61,28
21,544,62,26
22,590,82,71
23,871,82,68
24,304,90,92
25,109,84,64
26,883,113,80
27,201,81,56
28,554,45,68
29,262,83,60
30,143,60,61
31,852,48,26
32,601,61,48
33,862,62,50
34,899,83,56
35,208,66,29
36,107,45,27
37,553,95,33
38,190,46,26
39,203,100,80
40,270,108,77
41,665,59,44
42,141,88,66
43,923,45,49
44,802,81,56
45,968,106,82
46,353,44,33
47,459,83,65
48,337,83,70
49,416,93,60
50,4,44,27
51,287,143,123
52,542,66,49
53,302,60,76
54,984,61,29
0,862,62,46
1,270,108,71
2,815,148,113
3,287,143,112
4,814,138,119
5,4,44,25
6,470,62,44
7,472,46,83
8,802,81,52
9,44,50,20
10,883,113,75
11,554,45,63
12,143,60,58
13,137,45,27
14,145,81,64
15,637,61,30
16,141,88,62
17,383,43,72
18,107,45,26
19,601,61,44
20,899,87,52
21,665,59,40
22,984,61,27
23,203,100,76
24,416,93,56
25,578,98,80
26,574,64,25
27,544,64,23
28,852,48,24
29,181,82,78
30,649,136,137
31,553,95,31
32,190,46,24
33,597,144,115
34,608,89,52
35,302,60,74
36,272,49,24
37,109,84,60
38,201,81,50
39,208,66,27
40,590,82,65
41,13,57,28
42,764,61,27
43,25,133,113
44,459,87,60
45,968,106,76
46,262,83,55
47,923,45,45
48,871,82,62
49,353,44,32
50,542,66,44
51,653,98,81
52,683,89,64
53,337,83,66
54,304,90,86
0,337,83,61
1,683,89,60
2,554,45,58
3,968,106,69
4,871,84,58
5,653,98,76
6,141,88,58
7,13,57,26
8,899,87,47
9,137,45,25
10,802,81,48
11,470,62,38
12,923,45,41
13,637,61,28
14,665,59,37
15,590,83,59
16,304,90,81
17,608,89,48
18,44,50,19
19,145,81,58
20,383,43,69
21,984,61,25
22,815,154,105
23,107,45,25
24,883,113,70
25,302,60,70
26,203,100,71
27,287,149,103
28,459,87,54
29,4,44,22
30,353,44,31
31,201,85,46
32,649,136,126
33,574,64,23
34,181,82,75
35,262,83,50
36,25,133,106
37,190,46,22
38,814,138,111
39,578,98,73
40,862,62,43
41,416,93,50
42,597,144,107
43,764,61,25
44,852,48,22
45,143,60,55
46,272,49,22
47,544,66,21
48,109,84,56
49,553,95,30
50,472,46,76
51,270,108,65
52,601,63,40
53,542,66,40
54,208,66,26
0,578,102,69
1,802,81,44
2,637,61,27
3,665,59,34
4,984,61,23
5,923,47,38
6,590,85,55
7,899,87,42
8,871,84,54
9,383,43,66
10,190,46,19
11,208,66,25
12,145,81,52
13,302,60,68
14,683,89,55
15,272,49,20
16,262,87,46
17,542,66,36
18,181,82,72
19,472,46,70
20,554,45,54
21,862,62,39
22,137,45,23
23,815,154,96
24,601,63,36
25,470,66,35
26,337,83,57
27,353,44,29
28,109,84,52
29,597,144,99
30,574,64,22
31,544,66,20
32,883,113,65
33,649,136,116
34,852,48,21
35,608,89,46
36,968,106,63
37,107,45,23
38,814,138,102
39,143,60,53
40,764,61,23
41,270,108,59
42,287,149,94
43,44,50,17
44,201,85,42
45,416,97,47
46,304,90,76
47,141,88,54
48,25,133,99
49,459,87,50
50,653,98,71
51,13,57,24
52,4,44,20
53,553,95,28
54,203,100,66
0,353,44,28
1,544,66,18
2,109,84,49
3,459,87,45
4,968,106,57
5,470,66,32
6,608,89,44
7,883,113,60
8,665,59,31
9,852,48,19
10,270,108,52
11,590,85,51
12,190,46,17
13,383,43,62
14,145,84,46
15,4,44,18
16,554,45,48
17,984,62,21
18,304,90,73
19,923,47,35
20,815,154,87
21,302,60,64
22,764,61,21
23,416,97,44
24,203,100,62
25,649,136,108
26,107,45,22
27,578,102,64
28,553,95,26
29,683,89,51
30,272,49,18
31,44,50,16
32,601,66,33
33,637,61,26
34,899,90,39
35,143,60,51
36,653,98,66
37,25,133,91
38,287,149,83
39,862,62,36
40,542,66,31
41,181,82,70
42,201,85,40
43,262,87,44
44,574,64,20
45,802,84,41
46,472,46,63
47,597,144,91
48,141,88,49
49,137,45,21
50,871,84,50
51,337,83,53
52,814,138,93
53,208,66,24
54,13,57,23
0,883,113,56
1,137,45,19
2,923,47,32
3,665,59,28
4,13,57,21
5,554,45,43
6,601,66,31
7,44,52,15
8,262,87,40
9,852,48,18
10,542,66,26
11,302,60,62
12,190,48,15
13,637,61,25
14,899,90,36
15,109,84,46
16,459,90,42
17,337,83,49
18,304,90,70
19,287,155,76
20,544,66,16
21,862,62,31
22,597,144,83
23,4,44,16
24,578,102,60
25,814,138,83
26,815,154,78
27,25,133,82
28,653,98,61
29,143,60,48
30,470,68,29
31,871,84,46
32,141,88,45
33,201,85,37
34,472,46,57
35,107,45,20
36,574,64,18
37,764,61,20
38,383,43,58
39,649,136,101
40,203,100,57
41,802,84,38
42,145,88,42
43,968,106,50
44,416,97,41
45,608,89,42
46,984,62,20
47,553,95,24
48,181,82,67
49,208,66,22
50,270,112,48
51,590,85,47
52,272,49,16
53,353,44,27
54,683,89,48
0,472,46,51
1,574,65,17
2,416,97,38
3,353,44,25
4,262,87,38
5,814,143,76
6,984,62,18
7,601,66,28
8,649,136,93
9,665,59,24
10,637,61,24
11,862,65,28
12,107,45,19
13,137,46,17
14,44,52,13
15,923,49,29
16,578,102,56
17,304,90,67
18,590,85,44
19,764,61,19
20,597,144,74
21,141,88,41
22,13,57,20
23,270,112,45
24,272,49,15
25,203,100,53
26,553,95,22
27,871,84,43
28,208,66,21
29,883,113,52
30,287,155,68
31,608,89,40
32,25,133,72
33,4,44,14
34,459,90,38
35,968,106,46
36,470,68,27
37,683,89,46
38,852,48,17
39,542,66,22
40,383,43,54
41,802,84,35
42,815,154,68
43,653,98,55
44,302,60,60
45,201,85,35
46,544,66,15
47,181,82,64
48,109,84,42
49,337,83,45
50,554,46,38
51,145,88,40
52,899,90,34
53,143,60,46
54,190,50,13
0,542,66,19
1,653,102,51
2,141,89,38
3,262,87,34
4,544,66,13
5,590,85,40
6,44,52,12
7,923,49,27
8,862,68,26
9,574,65,15
10,814,143,70
11,270,112,41
12,554,46,34
13,337,83,42
14,272,49,13
15,899,90,32
16,203,100,48
17,637,61,23
18,109,84,39
19,353,44,24
20,470,68,25
21,802,86,32
22,190,50,12
23,25,138,64
24,984,62,16
25,383,45,50
26,665,61,22
27,649,136,86
28,597,150,66
29,601,66,26
30,208,66,19
31,107,46,17
32,416,97,36
33,181,82,61
34,201,85,33
35,815,168,62
36,578,102,51
37,145,88,36
38,287,161,63
39,871,84,40
40,13,57,19
41,852,48,16
42,883,113,48
43,968,106,41
44,137,46,15
45,764,61,17
46,302,60,57
47,608,89,38
48,304,90,64
49,459,90,36
50,683,89,43
51,472,46,45
52,553,99,21
53,143,60,44
54,4,44,12
0,899,90,29
1,764,64,16
2,653,102,47
3,203,100,43
4,270,112,38
5,25,144,59
6,542,66,16
7,554,46,30
8,814,143,64
9,553,99,20
10,637,61,22
11,383,45,46
12,649,136,79
13,683,89,41
14,44,52,11
15,201,85,31
16,968,106,36
17,608,89,36
18,852,48,16
19,287,161,58
20,862,68,24
21,923,49,25
22,883,113,43
23,109,84,35
24,262,87,30
25,984,62,15
26,272,49,11
27,459,90,32
28,208,66,18
29,190,54,10
30,137,46,14
31,416,97,34
32,181,82,58
33,815,168,57
34,544,66,12
35,590,85,36
36,472,46,38
37,302,60,54
38,143,60,42
39,470,68,23
40,4,44,10
41,665,61,20
42,13,57,17
43,141,89,34
44,578,102,46
45,597,156,60
46,871,84,37
47,107,46,16
48,304,90,62
49,574,65,14
50,353,44,23
51,802,86,28
52,145,88,33
53,337,83,38
54,601,66,24
0,416,97,32
1,109,88,32
2,764,64,14
3,871,84,34
4,554,46,24
5,542,66,13
6,862,68,23
7,578,102,42
8,4,44,8
9,683,89,39
10,968,106,30
11,814,143,58
12,470,68,21
13,208,66,16
14,544,66,10
15,815,168,53
16,553,99,18
17,190,57,10
18,984,62,14
19,637,61,20
20,608,89,34
21,145,88,29
22,852,48,15
23,601,66,22
24,302,60,52
25,883,113,40
26,459,90,30
27,13,57,16
28,181,82,55
29,653,102,43
30,304,90,59
31,574,65,13
32,353,44,22
33,141,89,32
34,649,136,71
35,383,45,42
36,665,65,18
37,802,86,25
38,203,100,38
39,25,144,54
40,337,83,36
41,899,90,26
42,270,112,36
43,287,161,52
44,262,87,26
45,923,49,22
46,143,60,39
47,272,49,9
48,201,85,29
49,590,85,33
50,472,46,33
51,597,156,54
52,107,46,15
53,44,52,10
54,137,46,12
0,137,46,10
1,862,68,21
2,262,90,24
3,270,112,33
4,544,66,8
5,597,156,49
6,201,85,27
7,608,89,32
8,304,90,55
9,665,65,17
10,852,48,14
11,459,90,26
12,353,44,21
13,141,89,29
14,814,143,51
15,578,102,38
16,871,84,31
17,416,97,30
18,203,100,33
19,601,66,20
20,337,83,32
21,649,136,64
22,107,46,14
23,472,46,28
24,554,46,19
25,802,86,22
26,143,60,37
27,683,89,36
28,109,88,28
29,637,61,19
30,208,66,13
31,590,87,30
32,553,101,16
33,470,68,18
34,383,45,39
35,574,65,12
36,44,57,9
37,899,90,23
38,542,66,10
39,764,64,13
40,25,144,49
41,984,62,12
42,923,49,20
43,302,60,48
44,13,57,15
45,190,57,9
46,145,92,26
47,272,49,7
48,883,113,36
49,968,111,27
50,653,102,39
51,4,44,6
52,287,161,46
53,181,82,52
54,815,168,49
0,190,57,8
1,814,143,45
2,470,71,17
3,13,57,14
4,665,65,16
5,649,136,58
6,109,88,24
7,337,83,30
8,802,86,19
9,608,89,30
10,107,46,13
11,472,46,24
12,137,46,9
13,597,156,43
14,883,113,33
15,542,66,8
16,416,97,28
17,353,44,20
18,553,101,15
19,815,168,45
20,270,112,31
21,141,89,26
22,208,66,11
23,590,87,27
24,304,90,52
25,459,90,24
26,203,104,29
27,181,82,50
28,683,89,34
29,984,62,11
30,145,92,24
31,968,115,24
32,601,66,18
33,862,68,19
34,4,44,4
35,852,48,13
36,383,45,36
37,574,65,11
38,143,60,35
39,272,49,6
40,653,102,35
41,637,61,18
42,201,85,25
43,544,66,6
44,923,51,18
45,578,102,33
46,44,57,8
47,25,144,43
48,287,161,41
49,302,60,46
50,554,46,14
0,814,149,40
1,802,86,16
2,13,57,12
3,25,156,39
4,574,65,10
5,145,92,22
6,383,45,32
7,472,46,19
8,578,102,27
9,416,97,26
10,637,64,16
11,304,90,49
12,181,82,47
13,597,162,38
14,353,44,19
15,109,96,22
16,553,101,13
17,143,60,33
18,554,46,8
19,203,108,27
20,653,106,32
21,649,136,52
22,459,90,22
23,542,66,5
24,141,89,24
25,608,89,28
26,883,113,30
27,601,68,16
28,968,129,22
29,107,46,11
30,815,168,41
31,590,87,24
32,923,53,16
33,287,168,38
34,544,66,5
35,302,60,42
36,470,76,16
37,852,48,12
38,984,62,9
39,665,70,15
40,862,68,17
41,337,83,26
42,4,44,1
43,137,46,7
44,190,57,7
45,270,112,29
46,208,66,9
47,683,89,32
48,44,57,7
49,272,49,4
50,201,85,23
0,13,57,11
1,145,92,20
2,353,44,18
3,554,46,3
4,802,86,13
5,137,46,5
6,208,66,8
7,574,65,9
8,923,55,15
9,968,129,21
10,270,121,27
11,190,57,6
12,590,87,20
13,143,60,31
14,181,82,44
15,649,136,46
16,107,47,10
17,203,121,25
18,815,168,37
19,302,60,38
20,578,119,26
21,683,89,28
22,665,70,14
23,883,113,27
24,109,96,20
25,201,85,20
26,416,97,24
27,304,90,46
28,4,44,0
29,141,89,22
30,653,106,29
31,337,83,23
32,814,149,35
33,984,62,8
34,542,66,2
35,597,169,34
36,637,64,15
37,459,90,20
38,272,49,2
39,287,168,35
40,25,156,35
41,553,101,12
42,608,89,26
43,852,48,12
44,544,66,3
45,44,57,6
46,472,46,15
47,601,68,14
48,862,70,16
49,383,45,28
50,470,76,15
0,25,156,30
1,578,119,24
2,137,46,3
3,590,87,17
4,601,71,12
5,637,64,14
6,802,86,10
7,608,89,24
8,353,44,18
9,203,121,24
10,181,82,41
11,416,97,22
12,143,60,30
13,815,168,33
14,272,49,1
15,472,46,10
16,649,136,40
17,984,62,7
18,107,47,9
19,653,106,27
20,862,70,14
21,683,89,26
22,542,66,0
23,554,46,0
24,270,121,26
25,968,129,20
26,4,44,0
27,814,155,30
28,383,45,24
29,597,169,30
30,145,92,18
31,190,57,6
32,665,70,14
33,923,55,14
34,141,89,20
35,287,168,32
36,544,66,2
37,13,61,10
38,201,89,18
39,302,60,35
40,459,90,18
41,574,65,7
42,304,90,43
43,337,87,20
44,44,57,5
45,883,113,24
46,208,66,6
47,852,48,11
48,553,101,10
49,109,96,18
50,470,76,14
0,665,70,14
1,601,71,10
2,109,103,17
3,304,90,41
4,923,55,12
5,353,44,17
6,608,89,21
7,190,57,5
8,208,66,5
9,653,106,24
10,459,90,17
11,201,89,17
12,862,78,13
13,287,168,29
14,143,60,28
15,337,87,18
16,649,136,34
17,137,46,0
18,883,113,22
19,4,44,0
20,637,64,12
21,25,162,26
22,145,103,17
23,852,48,10
24,554,46,0
25,181,82,38
26,272,49,0
27,574,65,6
28,542,66,0
29,815,168,29
30,416,97,20
31,984,62,6
32,203,121,22
33,270,121,24
34,44,57,4
35,683,89,22
36,544,66,1
37,383,45,20
38,597,169,26
39,470,76,14
40,553,101,8
41,107,48,8
42,968,129,18
43,802,86,6
44,141,89,17
45,302,60,31
46,814,161,26
47,13,61,9
48,472,46,6
49,578,119,23
50,590,87,14
0,923,55,11
1,665,70,13
2,190,57,4
3,208,66,3
4,574,65,5
5,590,87,10
6,109,103,16
7,883,113,19
8,815,168,25
9,649,136,28
10,862,78,12
11,13,61,8
12,272,49,0
13,601,71,9
14,683,89,18
15,852,48,10
16,353,44,17
17,653,106,21
18,802,86,3
19,383,45,15
20,968,129,17
21,542,66,0
22,270,121,23
23,814,161,22
24,145,103,16
25,203,121,21
26,337,95,16
27,553,101,7
28,181,82,34
29,554,46,0
30,416,97,18
31,597,169,22
32,544,66,0
33,44,57,3
34,302,61,27
35,4,44,0
36,984,62,5
37,608,89,18
38,470,76,13
39,287,168,26
40,137,46,0
41,578,119,22
42,143,60,26
43,304,90,38
44,637,64,11
45,459,98,16
46,141,89,14
47,472,46,3
48,25,162,22
49,107,48,7
50,201,97,16
0,107,48,5
1,208,66,2
2,270,121,22
3,608,89,16
4,590,87,6
5,601,76,8
6,302,62,24
7,353,44,17
8,553,101,6
9,203,121,20
10,383,45,10
11,815,180,22
12,578,119,22
13,597,182,19
14,137,46,0
15,470,76,12
16,459,98,15
17,141,89,12
18,544,66,0
19,883,122,17
20,272,49,0
21,472,46,0
22,814,173,19
23,683,89,16
24,665,70,13
25,337,102,14
26,862,78,12
27,201,97,15
28,554,46,0
29,13,61,6
30,143,60,25
31,637,64,10
32,649,148,24
33,44,57,2
34,4,44,0
35,416,97,16
36,574,65,4
37,968,129,15
38,190,57,3
39,304,90,36
40,109,103,15
41,852,48,9
42,923,55,10
43,25,175,19
44,181,86,32
45,984,62,4
46,653,115,19
47,145,103,15
48,802,86,0
49,542,66,0
50,287,187,24
0,554,46,0
1,764,67,0
2,272,49,0
3,470,76,11
4,262,102,10
5,201,97,14
6,109,103,14
7,141,89,10
8,814,191,17
9,637,65,9
10,203,121,18
11,383,45,4
12,923,55,9
13,608,105,14
14,862,78,11
15,553,101,5
16,852,48,8
17,574,65,2
18,353,44,16
19,899,102,14
20,802,86,0
21,137,46,0
22,44,57,1
23,143,60,23
24,190,57,3
25,416,97,14
26,683,89,13
27,304,90,34
28,208,66,0
29,337,102,12
30,578,119,21
31,25,192,17
32,107,48,4
33,542,66,0
34,302,62,20
35,287,187,22
36,145,103,14
37,13,61,5
38,883,135,15
39,815,198,20
40,649,161,21
41,968,129,14
42,590,87,2
43,665,70,12
44,601,84,7
45,597,200,17
46,871,88,6
47,270,121,20
48,4,44,0
49,459,98,14
50,181,86,28
51,653,127,18
52,472,46,0
53,984,62,3
54,544,66,0
0,968,129,13
1,665,70,12
2,203,121,17
3,107,48,3
4,764,67,0
5,472,46,0
6,862,78,10
7,287,187,20
8,802,86,0
9,554,46,0
10,272,49,0
11,25,192,15
12,649,161,18
13,899,102,13
14,383,45,0
15,416,104,12
16,601,84,6
17,270,121,19
18,141,89,7
19,208,66,0
20,883,135,14
21,984,62,2
22,871,88,2
23,337,102,11
24,590,87,0
25,190,57,2
26,201,97,13
27,608,105,14
28,683,89,10
29,815,198,18
30,353,44,16
31,145,103,13
32,852,48,7
33,302,62,18
34,470,76,10
35,544,66,0
36,653,127,16
37,574,65,1
38,542,66,0
39,109,103,13
40,578,119,20
41,459,98,13
42,553,101,4
43,923,55,8
44,262,102,8
45,13,61,4
46,304,90,31
47,4,44,0
48,44,57,0
49,143,60,22
50,597,200,15
51,137,46,0
52,181,86,26
53,637,65,7
54,814,191,15
0,637,65,6
1,141,89,4
2,814,191,13
3,143,60,20
4,597,200,13
5,44,57,0
6,683,89,8
7,883,135,13
8,353,44,15
9,470,76,10
10,472,46,0
11,272,49,0
12,899,102,12
13,13,61,3
14,862,78,9
15,764,67,0
16,923,55,6
17,802,86,0
18,544,66,0
19,4,44,0
20,665,70,12
21,383,45,0
22,416,104,11
